datum,productcode,theoretisch_verbruik
2023-10-30,WIJN01,1.8
2023-10-30,WIJN02,0.45
2023-10-30,WIJN03,0.45
2023-10-30,ZUI01,1.05
2023-10-31,AARD01,4.48
2023-10-31,BIER01,9.25
2023-10-31,BIER02,10.0
2023-10-31,BROOD01,120.0
2023-10-31,BROOD02,13.0
2023-10-31,FRIS01,10.0
2023-10-31,FRIS02,12.0
2023-10-31,FRIS03,1.75
2023-10-31,KOF01,0.218
2023-10-31,VLEES01,13.0
2023-10-31,WIJN01,1.65
2023-10-31,WIJN02,2.25
2023-10-31,WIJN03,0.3
2023-10-31,ZUI01,2.7
2023-11-01,AARD01,6.86
2023-11-01,BIER01,9.0
2023-11-01,BIER02,15.0
2023-11-01,BROOD01,94.0
2023-11-01,BROOD02,19.0
2023-11-01,FRIS01,9.0
2023-11-01,FRIS02,7.0
2023-11-01,FRIS03,1.75
2023-11-01,KOF01,0.172
2023-11-01,VLEES01,19.0
2023-11-01,WIJN01,2.7
2023-11-01,WIJN02,1.05
2023-11-01,WIJN03,0.75
2023-11-01,ZUI01,1.95
2023-11-02,AARD01,11.2
2023-11-02,BIER01,10.25
2023-11-02,BIER02,18.0
2023-11-02,BROOD01,113.0
2023-11-02,BROOD02,33.0
2023-11-02,FRIS01,26.0
2023-11-02,FRIS02,13.0
2023-11-02,FRIS03,3.75
2023-11-02,KOF01,0.12
2023-11-02,VLEES01,33.0
2023-11-02,WIJN01,2.85
2023-11-02,WIJN02,1.95
2023-11-02,WIJN03,0.75
2023-11-02,ZUI01,0.6
2023-11-03,AARD01,7.7
2023-11-03,BIER01,14.75
2023-11-03,BIER02,13.0
2023-11-03,BROOD01,163.0
2023-11-03,BROOD02,21.0
2023-11-03,FRIS01,14.0
2023-11-03,FRIS02,24.0
2023-11-03,FRIS03,3.25
2023-11-03,KOF01,0.308
2023-11-03,VLEES01,21.0
2023-11-03,WIJN01,2.4
2023-11-03,WIJN02,1.8
2023-11-03,WIJN03,1.5
2023-11-03,ZUI01,3.15
2023-11-04,AARD01,8.26
2023-11-04,BIER01,21.25
2023-11-04,BIER02,25.0
2023-11-04,BROOD01,105.0
2023-11-04,BROOD02,17.0
2023-11-04,FRIS01,19.0
2023-11-04,FRIS02,15.0
2023-11-04,FRIS03,3.0
2023-11-04,KOF01,0.218
2023-11-04,VLEES01,17.0
2023-11-04,WIJN01,4.5
2023-11-04,WIJN02,3.3
2023-11-04,WIJN03,1.5
2023-11-04,ZUI01,1.95
2023-11-05,AARD01,5.46
2023-11-05,BIER01,9.0
2023-11-05,BIER02,12.0
2023-11-05,BROOD01,172.0
2023-11-05,BROOD02,11.0
2023-11-05,FRIS01,10.0
2023-11-05,FRIS02,18.0
2023-11-05,FRIS03,5.25
2023-11-05,KOF01,0.315
2023-11-05,VLEES01,11.0
2023-11-05,WIJN01,2.4
2023-11-05,WIJN02,0.75
2023-11-05,WIJN03,0.75
2023-11-05,ZUI01,3.0
2023-11-06,AARD01,4.48
2023-11-06,BIER01,6.0
2023-11-06,BIER02,6.0
2023-11-06,BROOD01,62.0
2023-11-06,BROOD02,11.0
2023-11-06,FRIS01,10.0
2023-11-06,FRIS02,14.0
2023-11-06,FRIS03,3.75
2023-11-06,KOF01,0.195
2023-11-06,VLEES01,11.0
2023-11-06,WIJN01,1.8
2023-11-06,WIJN02,1.5
2023-11-06,WIJN03,0.9
2023-11-06,ZUI01,2.55
2023-11-07,AARD01,4.2
2023-11-07,BIER01,9.5
2023-11-07,BIER02,11.0
2023-11-07,BROOD01,142.0
2023-11-07,BROOD02,14.0
2023-11-07,FRIS01,10.0
2023-11-07,FRIS02,9.0
2023-11-07,FRIS03,1.25
2023-11-07,KOF01,0.172
2023-11-07,VLEES01,14.0
2023-11-07,WIJN01,1.2
2023-11-07,WIJN02,0.3
2023-11-07,WIJN03,0.9
2023-11-07,ZUI01,1.65
2023-11-08,AARD01,6.72
2023-11-08,BIER01,13.5
2023-11-08,BIER02,13.0
2023-11-08,BROOD01,94.0
2023-11-08,BROOD02,14.0
2023-11-08,FRIS01,9.0
2023-11-08,FRIS02,10.0
2023-11-08,FRIS03,4.5
2023-11-08,KOF01,0.195
2023-11-08,VLEES01,14.0
2023-11-08,WIJN01,1.5
2023-11-08,WIJN02,1.95
2023-11-08,WIJN03,1.2
2023-11-08,ZUI01,2.1
2023-11-09,AARD01,6.58
2023-11-09,BIER01,10.0
2023-11-09,BIER02,6.0
2023-11-09,BROOD01,66.0
2023-11-09,BROOD02,10.0
2023-11-09,FRIS01,12.0
2023-11-09,FRIS02,9.0
2023-11-09,FRIS03,2.25
2023-11-09,KOF01,0.158
2023-11-09,VLEES01,10.0
2023-11-09,WIJN01,2.25
2023-11-09,WIJN02,1.35
2023-11-09,WIJN03,0.75
2023-11-09,ZUI01,1.65
2023-11-10,AARD01,8.82
2023-11-10,BIER01,15.75
2023-11-10,BIER02,21.0
2023-11-10,BROOD01,115.0
2023-11-10,BROOD02,18.0
2023-11-10,FRIS01,24.0
2023-11-10,FRIS02,14.0
2023-11-10,FRIS03,3.5
2023-11-10,KOF01,0.3
2023-11-10,VLEES01,18.0
2023-11-10,WIJN01,3.3
2023-11-10,WIJN02,2.25
2023-11-10,WIJN03,1.5
2023-11-10,ZUI01,3.9
2023-11-11,AARD01,9.8
2023-11-11,BIER01,27.0
2023-11-11,BIER02,24.0
2023-11-11,BROOD01,148.0
2023-11-11,BROOD02,25.0
2023-11-11,FRIS01,28.0
2023-11-11,FRIS02,21.0
2023-11-11,FRIS03,4.5
2023-11-11,KOF01,0.24
2023-11-11,VLEES01,25.0
2023-11-11,WIJN01,4.95
2023-11-11,WIJN02,4.05
2023-11-11,WIJN03,2.25
2023-11-11,ZUI01,1.8
2023-11-12,AARD01,6.44
2023-11-12,BIER01,14.25
2023-11-12,BIER02,20.0
2023-11-12,BROOD01,195.0
2023-11-12,BROOD02,15.0
2023-11-12,FRIS01,20.0
2023-11-12,FRIS02,10.0
2023-11-12,FRIS03,4.75
2023-11-12,KOF01,0.337
2023-11-12,VLEES01,15.0
2023-11-12,WIJN01,1.95
2023-11-12,WIJN02,2.7
2023-11-12,WIJN03,1.95
2023-11-12,ZUI01,3.3
2023-11-13,AARD01,4.76
2023-11-13,BIER01,3.75
2023-11-13,BIER02,10.0
2023-11-13,BROOD01,69.0
2023-11-13,BROOD02,11.0
2023-11-13,FRIS01,10.0
2023-11-13,FRIS02,7.0
2023-11-13,FRIS03,2.0
2023-11-13,KOF01,0.09
2023-11-13,VLEES01,11.0
2023-11-13,WIJN01,1.5
2023-11-13,WIJN02,0.6
2023-11-13,WIJN03,0.6
2023-11-13,ZUI01,0.9
2023-11-14,AARD01,3.78
2023-11-14,BIER01,12.0
2023-11-14,BIER02,12.0
2023-11-14,BROOD01,80.0
2023-11-14,BROOD02,14.0
2023-11-14,FRIS01,12.0
2023-11-14,FRIS02,8.0
2023-11-14,FRIS03,1.75
2023-11-14,KOF01,0.158
2023-11-14,VLEES01,14.0
2023-11-14,WIJN01,2.55
2023-11-14,WIJN02,0.9
2023-11-14,WIJN03,0.45
2023-11-14,ZUI01,1.35
2023-11-15,AARD01,5.18
2023-11-15,BIER01,12.25
2023-11-15,BIER02,8.0
2023-11-15,BROOD01,97.0
2023-11-15,BROOD02,11.0
2023-11-15,FRIS01,16.0
2023-11-15,FRIS02,10.0
2023-11-15,FRIS03,3.25
2023-11-15,KOF01,0.21
2023-11-15,VLEES01,11.0
2023-11-15,WIJN01,1.95
2023-11-15,WIJN02,0.6
2023-11-15,WIJN03,0.9
2023-11-15,ZUI01,1.95
2023-11-16,AARD01,6.02
2023-11-16,BIER01,9.5
2023-11-16,BIER02,11.0
2023-11-16,BROOD01,66.0
2023-11-16,BROOD02,10.0
2023-11-16,FRIS01,16.0
2023-11-16,FRIS02,17.0
2023-11-16,FRIS03,3.25
2023-11-16,KOF01,0.165
2023-11-16,VLEES01,10.0
2023-11-16,WIJN01,1.8
2023-11-16,WIJN02,1.05
2023-11-16,WIJN03,0.6
2023-11-16,ZUI01,1.95
2023-11-17,AARD01,7.28
2023-11-17,BIER01,24.5
2023-11-17,BIER02,21.0
2023-11-17,BROOD01,143.0
2023-11-17,BROOD02,25.0
2023-11-17,FRIS01,25.0
2023-11-17,FRIS02,28.0
2023-11-17,FRIS03,4.0
2023-11-17,KOF01,0.277
2023-11-17,VLEES01,25.0
2023-11-17,WIJN01,4.2
2023-11-17,WIJN02,3.6
2023-11-17,WIJN03,1.8
2023-11-17,ZUI01,3.3
2023-11-18,AARD01,8.54
2023-11-18,BIER01,26.5
2023-11-18,BIER02,19.0
2023-11-18,BROOD01,133.0
2023-11-18,BROOD02,17.0
2023-11-18,FRIS01,19.0
2023-11-18,FRIS02,16.0
2023-11-18,FRIS03,2.5
2023-11-18,KOF01,0.285
2023-11-18,VLEES01,17.0
2023-11-18,WIJN01,2.7
2023-11-18,WIJN02,3.0
2023-11-18,WIJN03,0.45
2023-11-18,ZUI01,3.0
2023-11-19,AARD01,5.18
2023-11-19,BIER01,10.25
2023-11-19,BIER02,7.0
2023-11-19,BROOD01,203.0
2023-11-19,BROOD02,12.0
2023-11-19,FRIS01,18.0
2023-11-19,FRIS02,17.0
2023-11-19,FRIS03,4.0
2023-11-19,KOF01,0.315
2023-11-19,VLEES01,12.0
2023-11-19,WIJN01,2.7
2023-11-19,WIJN02,1.2
2023-11-19,ZUI01,3.45
2023-11-20,AARD01,4.06
2023-11-20,BIER01,4.25
2023-11-20,BIER02,3.0
2023-11-20,BROOD01,122.0
2023-11-20,BROOD02,12.0
2023-11-20,FRIS01,10.0
2023-11-20,FRIS02,15.0
2023-11-20,FRIS03,1.5
2023-11-20,KOF01,0.142
2023-11-20,VLEES01,12.0
2023-11-20,WIJN01,0.45
2023-11-20,WIJN02,0.3
2023-11-20,ZUI01,1.2
2023-11-21,AARD01,6.44
2023-11-21,BIER01,8.75
2023-11-21,BIER02,4.0
2023-11-21,BROOD01,129.0
2023-11-21,BROOD02,14.0
2023-11-21,FRIS01,5.0
2023-11-21,FRIS02,11.0
2023-11-21,FRIS03,2.75
2023-11-21,KOF01,0.172
2023-11-21,VLEES01,14.0
2023-11-21,WIJN01,1.8
2023-11-21,WIJN02,1.5
2023-11-21,WIJN03,0.6
2023-11-21,ZUI01,1.65
2023-11-22,AARD01,6.72
2023-11-22,BIER01,7.25
2023-11-22,BIER02,10.0
2023-11-22,BROOD01,96.0
2023-11-22,BROOD02,15.0
2023-11-22,FRIS01,10.0
2023-11-22,FRIS02,3.0
2023-11-22,FRIS03,1.25
2023-11-22,KOF01,0.195
2023-11-22,VLEES01,15.0
2023-11-22,WIJN01,1.05
2023-11-22,WIJN02,1.8
2023-11-22,WIJN03,0.6
2023-11-22,ZUI01,2.25
2023-11-23,AARD01,4.34
2023-11-23,BIER01,13.25
2023-11-23,BIER02,7.0
2023-11-23,BROOD01,89.0
2023-11-23,BROOD02,12.0
2023-11-23,FRIS01,13.0
2023-11-23,FRIS02,11.0
2023-11-23,FRIS03,3.75
2023-11-23,KOF01,0.262
2023-11-23,VLEES01,12.0
2023-11-23,WIJN01,2.55
2023-11-23,WIJN02,1.35
2023-11-23,WIJN03,0.45
2023-11-23,ZUI01,2.7
2023-11-24,AARD01,7.56
2023-11-24,BIER01,15.75
2023-11-24,BIER02,14.0
2023-11-24,BROOD01,90.0
2023-11-24,BROOD02,19.0
2023-11-24,FRIS01,20.0
2023-11-24,FRIS02,11.0
2023-11-24,FRIS03,3.0
2023-11-24,KOF01,0.225
2023-11-24,VLEES01,19.0
2023-11-24,WIJN01,3.75
2023-11-24,WIJN02,1.8
2023-11-24,WIJN03,0.3
2023-11-24,ZUI01,2.55
2023-11-25,AARD01,8.68
2023-11-25,BIER01,20.5
2023-11-25,BIER02,25.0
2023-11-25,BROOD01,186.0
2023-11-25,BROOD02,21.0
2023-11-25,FRIS01,27.0
2023-11-25,FRIS02,42.0
2023-11-25,FRIS03,4.0
2023-11-25,KOF01,0.315
2023-11-25,VLEES01,21.0
2023-11-25,WIJN01,3.75
2023-11-25,WIJN02,2.25
2023-11-25,WIJN03,1.05
2023-11-25,ZUI01,3.6
2023-11-26,AARD01,6.16
2023-11-26,BIER01,10.5
2023-11-26,BIER02,9.0
2023-11-26,BROOD01,115.0
2023-11-26,BROOD02,16.0
2023-11-26,FRIS01,13.0
2023-11-26,FRIS02,14.0
2023-11-26,FRIS03,4.0
2023-11-26,KOF01,0.352
2023-11-26,VLEES01,16.0
2023-11-26,WIJN01,0.9
2023-11-26,WIJN02,0.6
2023-11-26,WIJN03,1.2
2023-11-26,ZUI01,3.45
2023-11-27,AARD01,2.66
2023-11-27,BIER01,2.75
2023-11-27,BIER02,6.0
2023-11-27,BROOD01,63.0
2023-11-27,BROOD02,6.0
2023-11-27,FRIS01,7.0
2023-11-27,FRIS02,13.0
2023-11-27,FRIS03,1.25
2023-11-27,KOF01,0.225
2023-11-27,VLEES01,6.0
2023-11-27,WIJN01,0.75
2023-11-27,WIJN02,1.5
2023-11-27,WIJN03,0.45
2023-11-27,ZUI01,1.95
2023-11-28,AARD01,3.36
2023-11-28,BIER01,6.0
2023-11-28,BIER02,3.0
2023-11-28,BROOD01,129.0
2023-11-28,BROOD02,11.0
2023-11-28,FRIS01,14.0
2023-11-28,FRIS02,7.0
2023-11-28,FRIS03,3.75
2023-11-28,KOF01,0.277
2023-11-28,VLEES01,11.0
2023-11-28,WIJN01,0.9
2023-11-28,WIJN02,2.25
2023-11-28,WIJN03,0.3
2023-11-28,ZUI01,3.45
2023-11-29,AARD01,6.58
2023-11-29,BIER01,6.25
2023-11-29,BIER02,2.0
2023-11-29,BROOD01,133.0
2023-11-29,BROOD02,29.0
2023-11-29,FRIS01,18.0
2023-11-29,FRIS02,11.0
2023-11-29,FRIS03,3.75
2023-11-29,KOF01,0.202
2023-11-29,VLEES01,29.0
2023-11-29,WIJN01,1.05
2023-11-29,WIJN02,2.25
2023-11-29,WIJN03,1.05
2023-11-29,ZUI01,2.25
2023-11-30,AARD01,5.32
2023-11-30,BIER01,7.25
2023-11-30,BIER02,12.0
2023-11-30,BROOD01,134.0
2023-11-30,BROOD02,19.0
2023-11-30,FRIS01,6.0
2023-11-30,FRIS02,12.0
2023-11-30,FRIS03,2.5
2023-11-30,KOF01,0.21
2023-11-30,VLEES01,19.0
2023-11-30,WIJN01,2.25
2023-11-30,WIJN02,2.4
2023-11-30,WIJN03,0.3
2023-11-30,ZUI01,2.4
2023-12-01,AARD01,7.42
2023-12-01,BIER01,31.5
2023-12-01,BIER02,17.0
2023-12-01,BROOD01,161.0
2023-12-01,BROOD02,20.0
2023-12-01,FRIS01,25.0
2023-12-01,FRIS02,21.0
2023-12-01,FRIS03,4.75
2023-12-01,KOF01,0.345
2023-12-01,VLEES01,20.0
2023-12-01,WIJN01,4.35
2023-12-01,WIJN02,4.8
2023-12-01,WIJN03,2.4
2023-12-01,ZUI01,2.85
2023-12-02,AARD01,6.86
2023-12-02,BIER01,13.25
2023-12-02,BIER02,17.0
2023-12-02,BROOD01,59.0
2023-12-02,BROOD02,17.0
2023-12-02,FRIS01,12.0
2023-12-02,FRIS02,18.0
2023-12-02,FRIS03,2.5
2023-12-02,KOF01,0.195
2023-12-02,VLEES01,17.0
2023-12-02,WIJN01,5.1
2023-12-02,WIJN02,3.45
2023-12-02,WIJN03,1.8
2023-12-02,ZUI01,1.35
2023-12-03,AARD01,5.04
2023-12-03,BIER01,9.5
2023-12-03,BIER02,6.0
2023-12-03,BROOD01,130.0
2023-12-03,BROOD02,10.0
2023-12-03,FRIS01,18.0
2023-12-03,FRIS02,9.0
2023-12-03,FRIS03,4.25
2023-12-03,KOF01,0.33
2023-12-03,VLEES01,10.0
2023-12-03,WIJN01,1.2
2023-12-03,WIJN02,0.6
2023-12-03,WIJN03,0.45
2023-12-03,ZUI01,3.0
2023-12-04,AARD01,4.76
2023-12-04,BIER01,9.25
2023-12-04,BIER02,7.0
2023-12-04,BROOD01,61.0
2023-12-04,BROOD02,15.0
2023-12-04,FRIS01,6.0
2023-12-04,FRIS02,9.0
2023-12-04,FRIS03,4.75
2023-12-04,KOF01,0.18
2023-12-04,VLEES01,15.0
2023-12-04,WIJN01,0.3
2023-12-04,WIJN02,1.2
2023-12-04,WIJN03,1.35
2023-12-04,ZUI01,1.5
2023-12-05,AARD01,3.36
2023-12-05,BIER01,6.25
2023-12-05,BIER02,4.0
2023-12-05,BROOD01,66.0
2023-12-05,BROOD02,6.0
2023-12-05,FRIS01,16.0
2023-12-05,FRIS02,5.0
2023-12-05,FRIS03,1.75
2023-12-05,KOF01,0.202
2023-12-05,VLEES01,6.0
2023-12-05,WIJN01,1.65
2023-12-05,WIJN02,1.65
2023-12-05,WIJN03,0.15
2023-12-05,ZUI01,1.95
2023-12-06,AARD01,3.92
2023-12-06,BIER01,15.25
2023-12-06,BIER02,11.0
2023-12-06,BROOD01,137.0
2023-12-06,BROOD02,11.0
2023-12-06,FRIS01,9.0
2023-12-06,FRIS02,14.0
2023-12-06,FRIS03,2.0
2023-12-06,KOF01,0.262
2023-12-06,VLEES01,11.0
2023-12-06,WIJN01,2.4
2023-12-06,WIJN02,1.95
2023-12-06,WIJN03,1.35
2023-12-06,ZUI01,2.25
2023-12-07,AARD01,8.12
2023-12-07,BIER01,14.5
2023-12-07,BIER02,9.0
2023-12-07,BROOD01,119.0
2023-12-07,BROOD02,24.0
2023-12-07,FRIS01,13.0
2023-12-07,FRIS02,14.0
2023-12-07,FRIS03,5.25
2023-12-07,KOF01,0.255
2023-12-07,VLEES01,24.0
2023-12-07,WIJN01,2.1
2023-12-07,WIJN02,2.4
2023-12-07,WIJN03,0.45
2023-12-07,ZUI01,2.7
2023-12-08,AARD01,9.94
2023-12-08,BIER01,15.0
2023-12-08,BIER02,16.0
2023-12-08,BROOD01,103.0
2023-12-08,BROOD02,13.0
2023-12-08,FRIS01,21.0
2023-12-08,FRIS02,24.0
2023-12-08,FRIS03,3.25
2023-12-08,KOF01,0.135
2023-12-08,VLEES01,13.0
2023-12-08,WIJN01,5.25
2023-12-08,WIJN02,1.5
2023-12-08,WIJN03,1.05
2023-12-08,ZUI01,1.5
2023-12-09,AARD01,7.7
2023-12-09,BIER01,23.25
2023-12-09,BIER02,20.0
2023-12-09,BROOD01,135.0
2023-12-09,BROOD02,19.0
2023-12-09,FRIS01,12.0
2023-12-09,FRIS02,34.0
2023-12-09,FRIS03,2.25
2023-12-09,KOF01,0.225
2023-12-09,VLEES01,19.0
2023-12-09,WIJN01,5.1
2023-12-09,WIJN02,2.7
2023-12-09,WIJN03,2.1
2023-12-09,ZUI01,3.3
2023-12-10,AARD01,7.0
2023-12-10,BIER01,12.25
2023-12-10,BIER02,3.0
2023-12-10,BROOD01,191.0
2023-12-10,BROOD02,14.0
2023-12-10,FRIS01,15.0
2023-12-10,FRIS02,20.0
2023-12-10,FRIS03,4.25
2023-12-10,KOF01,0.308
2023-12-10,VLEES01,14.0
2023-12-10,WIJN01,1.35
2023-12-10,WIJN02,1.5
2023-12-10,WIJN03,0.9
2023-12-10,ZUI01,3.15
2023-12-11,AARD01,3.22
2023-12-11,BIER01,8.0
2023-12-11,BIER02,4.0
2023-12-11,BROOD01,60.0
2023-12-11,BROOD02,7.0
2023-12-11,FRIS01,16.0
2023-12-11,FRIS02,9.0
2023-12-11,FRIS03,3.5
2023-12-11,KOF01,0.098
2023-12-11,VLEES01,7.0
2023-12-11,WIJN01,0.3
2023-12-11,WIJN02,0.6
2023-12-11,ZUI01,0.45
2023-12-12,AARD01,2.1
2023-12-12,BIER01,6.75
2023-12-12,BIER02,7.0
2023-12-12,BROOD01,55.0
2023-12-12,BROOD02,3.0
2023-12-12,FRIS01,12.0
2023-12-12,FRIS02,13.0
2023-12-12,FRIS03,2.75
2023-12-12,KOF01,0.105
2023-12-12,VLEES01,3.0
2023-12-12,WIJN01,2.55
2023-12-12,WIJN02,1.2
2023-12-12,WIJN03,0.15
2023-12-12,ZUI01,0.9
2023-12-13,AARD01,6.02
2023-12-13,BIER01,10.5
2023-12-13,BIER02,15.0
2023-12-13,BROOD01,133.0
2023-12-13,BROOD02,20.0
2023-12-13,FRIS01,14.0
2023-12-13,FRIS02,11.0
2023-12-13,FRIS03,3.5
2023-12-13,KOF01,0.202
2023-12-13,VLEES01,20.0
2023-12-13,WIJN01,2.4
2023-12-13,WIJN02,1.95
2023-12-13,WIJN03,0.75
2023-12-13,ZUI01,2.25
2023-12-14,AARD01,7.98
2023-12-14,BIER01,6.0
2023-12-14,BIER02,8.0
2023-12-14,BROOD01,133.0
2023-12-14,BROOD02,20.0
2023-12-14,FRIS01,15.0
2023-12-14,FRIS02,16.0
2023-12-14,FRIS03,4.0
2023-12-14,KOF01,0.218
2023-12-14,VLEES01,20.0
2023-12-14,WIJN01,1.95
2023-12-14,WIJN02,1.2
2023-12-14,WIJN03,0.9
2023-12-14,ZUI01,2.7
2023-12-15,AARD01,5.74
2023-12-15,BIER01,12.25
2023-12-15,BIER02,15.0
2023-12-15,BROOD01,177.0
2023-12-15,BROOD02,9.0
2023-12-15,FRIS01,31.0
2023-12-15,FRIS02,21.0
2023-12-15,FRIS03,5.25
2023-12-15,KOF01,0.292
2023-12-15,VLEES01,9.0
2023-12-15,WIJN01,3.9
2023-12-15,WIJN02,2.85
2023-12-15,WIJN03,2.1
2023-12-15,ZUI01,3.45
2023-12-16,AARD01,8.26
2023-12-16,BIER01,23.25
2023-12-16,BIER02,19.0
2023-12-16,BROOD01,107.0
2023-12-16,BROOD02,17.0
2023-12-16,FRIS01,20.0
2023-12-16,FRIS02,23.0
2023-12-16,FRIS03,2.5
2023-12-16,KOF01,0.188
2023-12-16,VLEES01,17.0
2023-12-16,WIJN01,5.4
2023-12-16,WIJN02,2.1
2023-12-16,WIJN03,1.2
2023-12-16,ZUI01,2.4
2023-12-17,AARD01,8.54
2023-12-17,BIER01,10.75
2023-12-17,BIER02,8.0
2023-12-17,BROOD01,139.0
2023-12-17,BROOD02,14.0
2023-12-17,FRIS01,19.0
2023-12-17,FRIS02,11.0
2023-12-17,FRIS03,4.75
2023-12-17,KOF01,0.225
2023-12-17,VLEES01,14.0
2023-12-17,WIJN01,2.1
2023-12-17,WIJN02,3.0
2023-12-17,WIJN03,0.3
2023-12-17,ZUI01,2.7
2023-12-18,AARD01,3.92
2023-12-18,BIER01,7.5
2023-12-18,BIER02,4.0
2023-12-18,BROOD01,81.0
2023-12-18,BROOD02,4.0
2023-12-18,FRIS01,11.0
2023-12-18,FRIS02,10.0
2023-12-18,FRIS03,2.0
2023-12-18,KOF01,0.172
2023-12-18,VLEES01,4.0
2023-12-18,WIJN01,1.65
2023-12-18,WIJN02,0.45
2023-12-18,WIJN03,0.45
2023-12-18,ZUI01,1.65
2023-12-19,AARD01,5.46
2023-12-19,BIER01,8.75
2023-12-19,BIER02,7.0
2023-12-19,BROOD01,47.0
2023-12-19,BROOD02,7.0
2023-12-19,FRIS01,18.0
2023-12-19,FRIS02,7.0
2023-12-19,FRIS03,1.75
2023-12-19,KOF01,0.232
2023-12-19,VLEES01,7.0
2023-12-19,WIJN01,1.05
2023-12-19,WIJN02,1.65
2023-12-19,WIJN03,0.45
2023-12-19,ZUI01,1.8
2023-12-20,AARD01,6.16
2023-12-20,BIER01,12.5
2023-12-20,BIER02,10.0
2023-12-20,BROOD01,96.0
2023-12-20,BROOD02,20.0
2023-12-20,FRIS01,10.0
2023-12-20,FRIS02,28.0
2023-12-20,FRIS03,5.5
2023-12-20,KOF01,0.225
2023-12-20,VLEES01,20.0
2023-12-20,WIJN01,2.55
2023-12-20,WIJN02,1.8
2023-12-20,WIJN03,0.3
2023-12-20,ZUI01,1.5
2023-12-21,AARD01,7.7
2023-12-21,BIER01,10.5
2023-12-21,BIER02,10.0
2023-12-21,BROOD01,166.0
2023-12-21,BROOD02,18.0
2023-12-21,FRIS01,17.0
2023-12-21,FRIS02,17.0
2023-12-21,FRIS03,3.0
2023-12-21,KOF01,0.218
2023-12-21,VLEES01,18.0
2023-12-21,WIJN01,1.8
2023-12-21,WIJN02,1.65
2023-12-21,WIJN03,1.35
2023-12-21,ZUI01,2.85
2023-12-22,AARD01,9.94
2023-12-22,BIER01,16.5
2023-12-22,BIER02,16.0
2023-12-22,BROOD01,130.0
2023-12-22,BROOD02,27.0
2023-12-22,FRIS01,14.0
2023-12-22,FRIS02,20.0
2023-12-22,FRIS03,3.5
2023-12-22,KOF01,0.322
2023-12-22,VLEES01,27.0
2023-12-22,WIJN01,3.3
2023-12-22,WIJN02,1.2
2023-12-22,WIJN03,1.95
2023-12-22,ZUI01,2.55
2023-12-23,AARD01,8.54
2023-12-23,BIER01,19.0
2023-12-23,BIER02,16.0
2023-12-23,BROOD01,116.0
2023-12-23,BROOD02,22.0
2023-12-23,FRIS01,15.0
2023-12-23,FRIS02,13.0
2023-12-23,FRIS03,5.0
2023-12-23,KOF01,0.27
2023-12-23,VLEES01,22.0
2023-12-23,WIJN01,3.75
2023-12-23,WIJN02,3.6
2023-12-23,WIJN03,1.2
2023-12-23,ZUI01,2.85
2023-12-25,AARD01,3.92
2023-12-25,BIER01,8.0
2023-12-25,BIER02,5.0
2023-12-25,BROOD01,77.0
2023-12-25,BROOD02,8.0
2023-12-25,FRIS01,8.0
2023-12-25,FRIS02,13.0
2023-12-25,FRIS03,1.0
2023-12-25,KOF01,0.165
2023-12-25,VLEES01,8.0
2023-12-25,WIJN01,1.5
2023-12-25,WIJN02,0.9
2023-12-25,WIJN03,0.45
2023-12-25,ZUI01,1.05
2023-12-26,AARD01,6.58
2023-12-26,BIER01,13.5
2023-12-26,BIER02,12.0
2023-12-26,BROOD01,126.0
2023-12-26,BROOD02,17.0
2023-12-26,FRIS01,16.0
2023-12-26,FRIS02,14.0
2023-12-26,FRIS03,2.5
2023-12-26,KOF01,0.262
2023-12-26,VLEES01,17.0
2023-12-26,WIJN01,2.1
2023-12-26,WIJN02,1.2
2023-12-26,WIJN03,0.9
2023-12-26,ZUI01,3.0
2023-12-27,AARD01,6.3
2023-12-27,BIER01,4.0
2023-12-27,BIER02,5.0
2023-12-27,BROOD01,108.0
2023-12-27,BROOD02,16.0
2023-12-27,FRIS01,14.0
2023-12-27,FRIS02,11.0
2023-12-27,FRIS03,0.5
2023-12-27,KOF01,0.277
2023-12-27,VLEES01,16.0
2023-12-27,WIJN01,2.4
2023-12-27,WIJN02,0.6
2023-12-27,WIJN03,0.6
2023-12-27,ZUI01,2.4
2023-12-28,AARD01,5.04
2023-12-28,BIER01,13.75
2023-12-28,BIER02,5.0
2023-12-28,BROOD01,88.0
2023-12-28,BROOD02,14.0
2023-12-28,FRIS01,6.0
2023-12-28,FRIS02,8.0
2023-12-28,FRIS03,2.25
2023-12-28,KOF01,0.255
2023-12-28,VLEES01,14.0
2023-12-28,WIJN01,1.8
2023-12-28,WIJN02,1.95
2023-12-28,WIJN03,1.05
2023-12-28,ZUI01,2.7
2023-12-29,AARD01,6.16
2023-12-29,BIER01,13.75
2023-12-29,BIER02,9.0
2023-12-29,BROOD01,58.0
2023-12-29,BROOD02,16.0
2023-12-29,FRIS01,10.0
2023-12-29,FRIS02,20.0
2023-12-29,FRIS03,3.25
2023-12-29,KOF01,0.21
2023-12-29,VLEES01,16.0
2023-12-29,WIJN01,2.85
2023-12-29,WIJN02,2.1
2023-12-29,WIJN03,0.9
2023-12-29,ZUI01,2.1
2023-12-30,AARD01,7.7
2023-12-30,BIER01,20.25
2023-12-30,BIER02,19.0
2023-12-30,BROOD01,145.0
2023-12-30,BROOD02,17.0
2023-12-30,FRIS01,9.0
2023-12-30,FRIS02,22.0
2023-12-30,FRIS03,3.75
2023-12-30,KOF01,0.39
